Category,Parameter,F1,Precision,Recall,Measure
Process Graph Metrics,"(100.0, 700.0, 0.05)",0.8271028037383178,0.8894472361809045,0.7729257641921398,15.0
Process Graph Metrics,"(100.0, 700.0, 0.1)",0.8337129840546698,0.8714285714285714,0.7991266375545851,15.0
Process Graph Metrics,"(200.0, 400.0, 0.0001)",0.7242339832869081,1.0,0.5676855895196506,15.0
Process Graph Metrics,"(200.0, 400.0, 0.005)",0.732620320855615,0.9448275862068966,0.5982532751091703,15.0
Process Graph Metrics,"(200.0, 400.0, 0.05)",0.7753086419753087,0.8920454545454546,0.6855895196506551,15.0
Process Graph Metrics,"(200.0, 400.0, 0.1)",0.7904761904761904,0.8691099476439791,0.7248908296943232,15.0
Process Graph Metrics,"(200.0, 500.0, 0.0001)",0.7560321715817694,0.9791666666666666,0.6157205240174672,15.0
Process Graph Metrics,"(200.0, 500.0, 0.005)",0.7794871794871795,0.9440993788819876,0.6637554585152838,15.0
Process Graph Metrics,"(200.0, 500.0, 0.05)",0.7940446650124069,0.9195402298850576,0.6986899563318777,15.0
Process Graph Metrics,"(200.0, 500.0, 0.1)",0.7834549878345498,0.8846153846153846,0.7030567685589519,15.0
Process Graph Metrics,"(200.0, 600.0, 0.0001)",0.7427055702917772,0.945945945945946,0.611353711790393,15.0
Process Graph Metrics,"(200.0, 600.0, 0.005)",0.7657430730478589,0.9047619047619048,0.6637554585152838,15.0
Process Graph Metrics,"(200.0, 600.0, 0.05)",0.7941176470588235,0.905027932960894,0.7074235807860262,15.0
Process Graph Metrics,"(200.0, 600.0, 0.1)",0.7745098039215687,0.88268156424581,0.6899563318777293,15.0
Process Graph Metrics,"(200.0, 700.0, 0.0001)",0.7959183673469388,0.9570552147239264,0.6812227074235808,15.0
Process Graph Metrics,"(200.0, 700.0, 0.005)",0.8269230769230769,0.9197860962566844,0.7510917030567685,15.0
Process Graph Metrics,"(200.0, 700.0, 0.05)",0.8591549295774648,0.9289340101522844,0.7991266375545851,15.0
Process Graph Metrics,"(200.0, 700.0, 0.1)",0.8440366972477064,0.8888888888888888,0.8034934497816594,15.0
Process Graph Metrics,"(300.0, 400.0, 0.0001)",0.7242339832869081,1.0,0.5676855895196506,15.0
Process Graph Metrics,"(300.0, 400.0, 0.005)",0.7340425531914894,0.9387755102040816,0.6026200873362445,15.0
Process Graph Metrics,"(300.0, 400.0, 0.05)",0.7635467980295567,0.8757062146892656,0.6768558951965066,15.0
Process Graph Metrics,"(300.0, 400.0, 0.1)",0.8037825059101654,0.8762886597938144,0.74235807860262,15.0
Process Graph Metrics,"(300.0, 500.0, 0.0001)",0.7506702412868632,0.9722222222222222,0.611353711790393,15.0
Process Graph Metrics,"(300.0, 500.0, 0.005)",0.774025974025974,0.9551282051282052,0.6506550218340611,15.0
Process Graph Metrics,"(300.0, 500.0, 0.05)",0.7623762376237624,0.88,0.6724890829694323,15.0
Process Graph Metrics,"(300.0, 500.0, 0.1)",0.7832512315270935,0.8983050847457628,0.6943231441048034,15.0
Process Graph Metrics,"(300.0, 600.0, 0.0001)",0.7296587926509186,0.9144736842105264,0.6069868995633187,15.0
Process Graph Metrics,"(300.0, 600.0, 0.005)",0.7645569620253164,0.9096385542168676,0.6593886462882096,15.0
Process Graph Metrics,"(300.0, 600.0, 0.05)",0.7677261613691931,0.8722222222222222,0.6855895196506551,15.0
Process Graph Metrics,"(300.0, 600.0, 0.1)",0.7733990147783252,0.8870056497175142,0.6855895196506551,15.0
Process Graph Metrics,"(300.0, 700.0, 0.0001)",0.787878787878788,0.934131736526946,0.6812227074235808,15.0
Process Graph Metrics,"(300.0, 700.0, 0.005)",0.826086956521739,0.9243243243243244,0.7467248908296943,15.0
Process Graph Metrics,"(300.0, 700.0, 0.05)",0.8329411764705883,0.903061224489796,0.7729257641921398,15.0
Process Graph Metrics,"(300.0, 700.0, 0.1)",0.8504672897196262,0.914572864321608,0.7947598253275109,15.0
Process Graph Metrics,"(400.0, 400.0, 0.0001)",0.7307692307692307,0.9851851851851852,0.5807860262008734,15.0
Process Graph Metrics,"(400.0, 400.0, 0.005)",0.7480519480519481,0.9230769230769232,0.62882096069869,15.0
Process Graph Metrics,"(400.0, 400.0, 0.05)",0.7990196078431372,0.9106145251396648,0.7117903930131004,15.0
Process Graph Metrics,"(400.0, 400.0, 0.1)",0.8408551068883611,0.921875,0.7729257641921398,15.0
Process Graph Metrics,"(400.0, 500.0, 0.0001)",0.736842105263158,0.9271523178807948,0.611353711790393,15.0
Process Graph Metrics,"(400.0, 500.0, 0.005)",0.7633587786259541,0.9146341463414634,0.6550218340611353,15.0
Process Graph Metrics,"(400.0, 500.0, 0.05)",0.7830423940149627,0.9127906976744186,0.6855895196506551,15.0
Process Graph Metrics,"(400.0, 500.0, 0.1)",0.827930174563591,0.9651162790697676,0.7248908296943232,15.0
Process Graph Metrics,"(400.0, 600.0, 0.0001)",0.7712082262210797,0.9375,0.6550218340611353,15.0
Process Graph Metrics,"(400.0, 600.0, 0.005)",0.8155339805825244,0.918032786885246,0.7336244541484717,15.0
Process Graph Metrics,"(400.0, 600.0, 0.05)",0.8405797101449276,0.9405405405405406,0.759825327510917,15.0
Process Graph Metrics,"(400.0, 600.0, 0.1)",0.8714285714285714,0.9581151832460733,0.7991266375545851,15.0
Process Graph Metrics,"(400.0, 700.0, 0.0001)",0.803970223325062,0.9310344827586208,0.7074235807860262,15.0
Process Graph Metrics,"(400.0, 700.0, 0.005)",0.8317307692307692,0.9251336898395722,0.7554585152838428,15.0
Process Graph Metrics,"(400.0, 700.0, 0.05)",0.8598574821852731,0.9427083333333334,0.7903930131004366,15.0
Process Graph Metrics,"(400.0, 700.0, 0.1)",0.8873239436619719,0.9593908629441624,0.8253275109170306,15.0
Zheng DBSCAN,"(300.0, 30.0)",0.4989339019189765,0.4875,0.5109170305676856,15.0
Zheng DBSCAN,"(300.0, 60.0)",0.5441860465116279,0.582089552238806,0.5109170305676856,15.0
Zheng DBSCAN,"(300.0, 90.0)",0.5665859564164649,0.6358695652173914,0.5109170305676856,15.0
Zheng DBSCAN,"(300.0, 120.0)",0.5777777777777777,0.6647727272727273,0.5109170305676856,15.0
Zheng DBSCAN,"(300.0, 150.0)",0.5864661654135338,0.6882352941176471,0.5109170305676856,15.0
Zheng DBSCAN,"(400.0, 40.0)",0.5282167042889391,0.5467289719626168,0.5109170305676856,15.0
Zheng DBSCAN,"(400.0, 80.0)",0.5598086124401913,0.6190476190476191,0.5109170305676856,15.0
Zheng DBSCAN,"(400.0, 120.0)",0.5792079207920792,0.6685714285714286,0.5109170305676856,15.0
Zheng DBSCAN,"(400.0, 160.0)",0.5835411471321695,0.6802325581395349,0.5109170305676856,15.0
Zheng DBSCAN,"(400.0, 200.0)",0.5864661654135338,0.6882352941176471,0.5109170305676856,15.0
Zheng DBSCAN,"(500.0, 50.0)",0.2857142857142857,0.3851851851851852,0.2270742358078602,15.0
Zheng DBSCAN,"(500.0, 100.0)",0.303206997084548,0.4561403508771929,0.2270742358078602,15.0
Zheng DBSCAN,"(500.0, 150.0)",0.3076923076923076,0.4770642201834862,0.2270742358078602,15.0
Zheng DBSCAN,"(500.0, 200.0)",0.3104477611940298,0.490566037735849,0.2270742358078602,15.0
Zheng DBSCAN,"(500.0, 250.0)",0.3132530120481927,0.5048543689320388,0.2270742358078602,15.0
Zheng DBSCAN,"(600.0, 60.0)",0.2946175637393767,0.4193548387096774,0.2270742358078602,15.0
Zheng DBSCAN,"(600.0, 120.0)",0.3076923076923076,0.4770642201834862,0.2270742358078602,15.0
Zheng DBSCAN,"(600.0, 180.0)",0.311377245508982,0.4952380952380952,0.2270742358078602,15.0
Zheng DBSCAN,"(600.0, 240.0)",0.3141993957703927,0.5098039215686274,0.2270742358078602,15.0
Zheng DBSCAN,"(600.0, 300.0)",0.3141993957703927,0.5098039215686274,0.2270742358078602,15.0
Zheng DBSCAN,"(700.0, 70.0)",0.2988505747126436,0.4369747899159664,0.2270742358078602,15.0
Zheng DBSCAN,"(700.0, 140.0)",0.3095238095238095,0.4859813084112149,0.2270742358078602,15.0
Zheng DBSCAN,"(700.0, 210.0)",0.3132530120481927,0.5048543689320388,0.2270742358078602,15.0
Zheng DBSCAN,"(700.0, 280.0)",0.3132530120481927,0.5048543689320388,0.2270742358078602,15.0
Zheng DBSCAN,"(700.0, 350.0)",0.3141993957703927,0.5098039215686274,0.2270742358078602,15.0
Zheng DBSCAN,"(800.0, 80.0)",0.3023255813953488,0.4521739130434782,0.2270742358078602,15.0
Zheng DBSCAN,"(800.0, 160.0)",0.3104477611940298,0.490566037735849,0.2270742358078602,15.0
Zheng DBSCAN,"(800.0, 240.0)",0.3132530120481927,0.5048543689320388,0.2270742358078602,15.0
Zheng DBSCAN,"(800.0, 320.0)",0.3141993957703927,0.5098039215686274,0.2270742358078602,15.0
Zheng DBSCAN,"(800.0, 400.0)",0.3141993957703927,0.5098039215686274,0.2270742358078602,15.0
Bose J,"(100.0, 2.0)",0.5594405594405594,0.6,0.5240174672489083,2.5
Bose J,"(200.0, 2.0)",0.4961832061068702,0.4406779661016949,0.5676855895196506,2.5
Bose J,"(300.0, 2.0)",0.5148936170212766,0.5020746887966805,0.5283842794759825,2.5
Bose J,"(400.0, 2.0)",0.5121951219512195,0.580110497237569,0.4585152838427948,2.5
Bose J,"(500.0, 2.0)",0.4897959183673469,0.588957055214724,0.4192139737991266,2.5
Bose J,"(600.0, 2.0)",0.4987012987012986,0.6153846153846154,0.4192139737991266,2.5
Bose WC,"(100.0, 2.0)",0.4864864864864864,0.6382978723404256,0.3930131004366812,2.5
Bose WC,"(200.0, 2.0)",0.4748201438848921,0.526595744680851,0.4323144104803493,2.5
Bose WC,"(300.0, 2.0)",0.3498694516971279,0.435064935064935,0.2925764192139738,2.5
Bose WC,"(400.0, 2.0)",0.3736263736263736,0.5037037037037037,0.296943231441048,2.5
Bose WC,"(500.0, 2.0)",0.2824207492795389,0.4152542372881356,0.2139737991266375,2.5
Bose WC,"(600.0, 2.0)",0.1611721611721611,0.5,0.0960698689956331,2.5
Earth Mover's Distance,"(100.0, 2.0)",0.536779324055666,0.4927007299270073,0.5895196506550219,2.5
Earth Mover's Distance,"(200.0, 2.0)",0.5173745173745173,0.4636678200692041,0.5851528384279476,2.5
Earth Mover's Distance,"(300.0, 2.0)",0.6073752711496746,0.603448275862069,0.611353711790393,2.5
Earth Mover's Distance,"(400.0, 2.0)",0.6819338422391857,0.8170731707317073,0.5851528384279476,2.5
Earth Mover's Distance,"(500.0, 2.0)",0.6857142857142857,0.8461538461538461,0.5764192139737991,2.5
Earth Mover's Distance,"(600.0, 2.0)",0.7083333333333334,0.8774193548387097,0.5938864628820961,2.5
LCDD,"(100.0, 100.0, 5.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 10.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 20.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 50.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 100.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 150.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(100.0, 100.0, 200.0)",0.1474019088016967,0.0838865419432709,0.6069868995633187,2.5
LCDD,"(200.0, 200.0, 5.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 10.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 20.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 50.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 100.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 150.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(200.0, 200.0, 200.0)",0.2043795620437956,0.1291810841983852,0.4890829694323144,2.5
LCDD,"(300.0, 300.0, 5.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 10.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 20.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 50.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 100.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 150.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(300.0, 300.0, 200.0)",0.0238663484486873,0.0164203612479474,0.0436681222707423,2.5
LCDD,"(400.0, 400.0, 5.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 10.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 20.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 50.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 100.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 150.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(400.0, 400.0, 200.0)",0.155525238744884,0.1130952380952381,0.2489082969432314,2.5
LCDD,"(600.0, 600.0, 5.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 10.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 20.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 50.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 100.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 150.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(600.0, 600.0, 200.0)",0.0217864923747276,0.0217391304347826,0.0218340611353711,2.5
LCDD,"(800.0, 800.0, 5.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 10.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 20.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 50.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 100.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 150.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(800.0, 800.0, 200.0)",0.0196560196560196,0.0224719101123595,0.0174672489082969,2.5
LCDD,"(1200.0, 1200.0, 5.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 10.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 20.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 50.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 100.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 150.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
LCDD,"(1200.0, 1200.0, 200.0)",0.0060240963855421,0.0097087378640776,0.0043668122270742,2.5
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 10.0)",0.2369146005509641,0.3208955223880597,0.1877729257641921,2.5
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 20.0)",0.2197802197802197,0.2962962962962963,0.1746724890829694,2.5
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 50.0)",0.2301369863013699,0.3088235294117647,0.1834061135371179,2.5
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 10.0)",0.233160621761658,0.286624203821656,0.1965065502183406,2.5
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 20.0)",0.2635658914728682,0.3227848101265823,0.222707423580786,2.5
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 50.0)",0.3444730077120823,0.41875,0.2925764192139738,2.5
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 10.0)",0.2673521850899742,0.325,0.2270742358078602,2.5
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 20.0)",0.2717948717948718,0.3291925465838509,0.2314410480349345,2.5
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 50.0)",0.336734693877551,0.4049079754601227,0.2882096069868995,2.5
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 10.0)",0.3037974683544304,0.3614457831325301,0.2620087336244541,2.5
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 20.0)",0.3037974683544304,0.3614457831325301,0.2620087336244541,2.5
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 50.0)",0.3392405063291139,0.4036144578313253,0.2925764192139738,2.5
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 10.0)",0.2369146005509641,0.3208955223880597,0.1877729257641921,2.5
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 20.0)",0.2197802197802197,0.2962962962962963,0.1746724890829694,2.5
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 50.0)",0.2301369863013699,0.3088235294117647,0.1834061135371179,2.5
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 10.0)",0.233160621761658,0.286624203821656,0.1965065502183406,2.5
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 20.0)",0.2635658914728682,0.3227848101265823,0.222707423580786,2.5
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 50.0)",0.3444730077120823,0.41875,0.2925764192139738,2.5
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 10.0)",0.2673521850899742,0.325,0.2270742358078602,2.5
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 20.0)",0.2717948717948718,0.3291925465838509,0.2314410480349345,2.5
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 50.0)",0.336734693877551,0.4049079754601227,0.2882096069868995,2.5
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 10.0)",0.3037974683544304,0.3614457831325301,0.2620087336244541,2.5
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 20.0)",0.3037974683544304,0.3614457831325301,0.2620087336244541,2.5
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 50.0)",0.3392405063291139,0.4036144578313253,0.2925764192139738,2.5
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 10.0)",0.2369146005509641,0.3208955223880597,0.1877729257641921,2.5
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 20.0)",0.2197802197802197,0.2962962962962963,0.1746724890829694,2.5
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 50.0)",0.2301369863013699,0.3088235294117647,0.1834061135371179,2.5
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 10.0)",0.233160621761658,0.286624203821656,0.1965065502183406,2.5
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 20.0)",0.2635658914728682,0.3227848101265823,0.222707423580786,2.5
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 50.0)",0.3444730077120823,0.41875,0.2925764192139738,2.5
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 10.0)",0.2673521850899742,0.325,0.2270742358078602,2.5
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 20.0)",0.2717948717948718,0.3291925465838509,0.2314410480349345,2.5
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 50.0)",0.336734693877551,0.4049079754601227,0.2882096069868995,2.5
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 10.0)",0.3037974683544304,0.3614457831325301,0.2620087336244541,2.5
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 20.0)",0.3088607594936708,0.3674698795180723,0.2663755458515284,2.5
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 50.0)",0.3392405063291139,0.4036144578313253,0.2925764192139738,2.5
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 10.0)",0.2410958904109589,0.3235294117647059,0.1921397379912663,2.5
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 20.0)",0.2191780821917808,0.2941176470588235,0.1746724890829694,2.5
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 50.0)",0.2356164383561643,0.3161764705882353,0.1877729257641921,2.5
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 10.0)",0.2319587628865979,0.2830188679245283,0.1965065502183406,2.5
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 20.0)",0.2577319587628865,0.3144654088050314,0.2183406113537118,2.5
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 50.0)",0.3444730077120823,0.41875,0.2925764192139738,2.5
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 10.0)",0.2659846547314577,0.3209876543209876,0.2270742358078602,2.5
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 20.0)",0.2608695652173913,0.3148148148148148,0.222707423580786,2.5
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 50.0)",0.336734693877551,0.4049079754601227,0.2882096069868995,2.5
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 10.0)",0.3073047858942065,0.3630952380952381,0.2663755458515284,2.5
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 20.0)",0.303030303030303,0.3592814371257485,0.2620087336244541,2.5
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 50.0)",0.3392405063291139,0.4036144578313253,0.2925764192139738,2.5
ProDrift,"(50.0, 2.0)",0.0152091254752851,0.0588235294117647,0.0087336244541484,2.5
ProDrift,"(100.0, 2.0)",0.0614334470989761,0.140625,0.0393013100436681,2.5
ProDrift,"(150.0, 2.0)",0.0538720538720538,0.1176470588235294,0.0349344978165938,2.5
ProDrift,"(200.0, 2.0)",0.0733333333333333,0.1549295774647887,0.0480349344978165,2.5
ProDrift,"(250.0, 2.0)",0.0728476821192053,0.1506849315068493,0.0480349344978165,2.5
ProDrift,"(300.0, 2.0)",0.5225806451612903,1.0,0.3537117903930131,2.5
Process Graph Metrics,"(100.0, 400.0, 0.0001)",0.4846796657381615,0.6692307692307692,0.3799126637554585,2.5
Process Graph Metrics,"(100.0, 400.0, 0.005)",0.4721485411140583,0.6013513513513513,0.388646288209607,2.5
Process Graph Metrics,"(100.0, 400.0, 0.05)",0.4878048780487805,0.5524861878453039,0.4366812227074236,2.5
Process Graph Metrics,"(100.0, 400.0, 0.1)",0.488479262672811,0.5170731707317073,0.462882096069869,2.5
Process Graph Metrics,"(100.0, 500.0, 0.0001)",0.4879356568364611,0.6319444444444444,0.3973799126637554,2.5
Process Graph Metrics,"(100.0, 500.0, 0.005)",0.4559585492227979,0.5605095541401274,0.3842794759825327,2.5
Process Graph Metrics,"(100.0, 500.0, 0.05)",0.4852941176470588,0.553072625698324,0.4323144104803493,2.5
Process Graph Metrics,"(100.0, 500.0, 0.1)",0.477326968973747,0.5263157894736842,0.4366812227074236,2.5
Process Graph Metrics,"(100.0, 600.0, 0.0001)",0.4776902887139108,0.5986842105263158,0.3973799126637554,2.5
Process Graph Metrics,"(100.0, 600.0, 0.005)",0.4747474747474747,0.562874251497006,0.4104803493449782,2.5
Process Graph Metrics,"(100.0, 600.0, 0.05)",0.470873786407767,0.5300546448087432,0.4235807860262008,2.5
Process Graph Metrics,"(100.0, 600.0, 0.1)",0.4784688995215311,0.5291005291005291,0.4366812227074236,2.5
Process Graph Metrics,"(100.0, 700.0, 0.0001)",0.3484848484848484,0.4131736526946107,0.3013100436681222,2.5
Process Graph Metrics,"(100.0, 700.0, 0.005)",0.4048192771084337,0.4516129032258064,0.3668122270742358,2.5
Process Graph Metrics,"(100.0, 700.0, 0.05)",0.4392523364485981,0.4723618090452261,0.4104803493449782,2.5
Process Graph Metrics,"(100.0, 700.0, 0.1)",0.4646924829157175,0.4857142857142857,0.445414847161572,2.5
Process Graph Metrics,"(200.0, 400.0, 0.0001)",0.4846796657381615,0.6692307692307692,0.3799126637554585,2.5
Process Graph Metrics,"(200.0, 400.0, 0.005)",0.5133689839572192,0.6620689655172414,0.4192139737991266,2.5
Process Graph Metrics,"(200.0, 400.0, 0.05)",0.4938271604938272,0.5681818181818182,0.4366812227074236,2.5
Process Graph Metrics,"(200.0, 400.0, 0.1)",0.4714285714285715,0.518324607329843,0.4323144104803493,2.5
Process Graph Metrics,"(200.0, 500.0, 0.0001)",0.4879356568364611,0.6319444444444444,0.3973799126637554,2.5
Process Graph Metrics,"(200.0, 500.0, 0.005)",0.4871794871794871,0.5900621118012422,0.4148471615720524,2.5
Process Graph Metrics,"(200.0, 500.0, 0.05)",0.4913151364764268,0.5689655172413793,0.4323144104803493,2.5
Process Graph Metrics,"(200.0, 500.0, 0.1)",0.4525547445255474,0.510989010989011,0.4061135371179039,2.5
Process Graph Metrics,"(200.0, 600.0, 0.0001)",0.4827586206896552,0.6148648648648649,0.3973799126637554,2.5
Process Graph Metrics,"(200.0, 600.0, 0.005)",0.5037783375314862,0.5952380952380952,0.4366812227074236,2.5
Process Graph Metrics,"(200.0, 600.0, 0.05)",0.4803921568627451,0.547486033519553,0.4279475982532751,2.5
Process Graph Metrics,"(200.0, 600.0, 0.1)",0.4509803921568627,0.5139664804469274,0.4017467248908297,2.5
Process Graph Metrics,"(200.0, 700.0, 0.0001)",0.3571428571428571,0.4294478527607362,0.3056768558951965,2.5
Process Graph Metrics,"(200.0, 700.0, 0.005)",0.4519230769230769,0.5026737967914439,0.4104803493449782,2.5
Process Graph Metrics,"(200.0, 700.0, 0.05)",0.4460093896713615,0.482233502538071,0.4148471615720524,2.5
Process Graph Metrics,"(200.0, 700.0, 0.1)",0.4449541284403669,0.4685990338164251,0.4235807860262008,2.5
Process Graph Metrics,"(300.0, 400.0, 0.0001)",0.4846796657381615,0.6692307692307692,0.3799126637554585,2.5
Process Graph Metrics,"(300.0, 400.0, 0.005)",0.4787234042553191,0.6122448979591837,0.3930131004366812,2.5
Process Graph Metrics,"(300.0, 400.0, 0.05)",0.4926108374384236,0.5649717514124294,0.4366812227074236,2.5
Process Graph Metrics,"(300.0, 400.0, 0.1)",0.5011820330969267,0.5463917525773195,0.462882096069869,2.5
Process Graph Metrics,"(300.0, 500.0, 0.0001)",0.4879356568364611,0.6319444444444444,0.3973799126637554,2.5
Process Graph Metrics,"(300.0, 500.0, 0.005)",0.4623376623376623,0.5705128205128205,0.388646288209607,2.5
Process Graph Metrics,"(300.0, 500.0, 0.05)",0.4900990099009901,0.5657142857142857,0.4323144104803493,2.5
Process Graph Metrics,"(300.0, 500.0, 0.1)",0.4926108374384236,0.5649717514124294,0.4366812227074236,2.5
Process Graph Metrics,"(300.0, 600.0, 0.0001)",0.4776902887139108,0.5986842105263158,0.3973799126637554,2.5
Process Graph Metrics,"(300.0, 600.0, 0.005)",0.4810126582278481,0.572289156626506,0.4148471615720524,2.5
Process Graph Metrics,"(300.0, 600.0, 0.05)",0.4743276283618581,0.5388888888888889,0.4235807860262008,2.5
Process Graph Metrics,"(300.0, 600.0, 0.1)",0.4926108374384236,0.5649717514124294,0.4366812227074236,2.5
Process Graph Metrics,"(300.0, 700.0, 0.0001)",0.3484848484848484,0.4131736526946107,0.3013100436681222,2.5
