,collection,noise_level,log_name,trace_length,event_class_size,unique_traces,log_size
2130,input,train,log_877_1708942521.xes,17.3791895947974,14.0,2439.0,5997.0
2131,input,train,log_4314_1708942529.xes,9.035044824775877,11.0,1985.0,2454.0
2132,input,train,log_206_1708942530.xes,6.98330241187384,7.0,1073.0,2156.0
2133,input,train,log_37_1708942529.xes,6.979956268221574,6.0,1135.0,2744.0
2134,input,train,log_3483_1708942531.xes,2.971809639284632,8.0,14.0,3299.0
2135,input,train,log_961_1708942520.xes,20.759656652360515,15.0,3432.0,5825.0
2136,input,train,log_1126_1708942534.xes,6.195217006200177,8.0,431.0,5645.0
2137,input,train,log_3485_1708942532.xes,6.4360606060606065,8.0,81.0,6600.0
2138,input,train,log_3819_1708942533.xes,5.721635630639279,11.0,1218.0,5209.0
2139,input,train,log_4825_1708942533.xes,4.558565955117679,5.0,3.0,7308.0
2140,input,train,log_4317_1708942533.xes,10.980231765507838,10.0,1305.0,4401.0
2141,input,train,log_117_1708942519.xes,26.94111302847282,13.0,3277.0,4636.0
2142,input,train,log_445_1708942530.xes,4.912247474747475,6.0,1154.0,3168.0
2143,input,train,log_4403_1708942529.xes,8.449399114484503,11.0,1699.0,3162.0
2144,input,train,log_3561_1708942519.xes,13.454077971777087,14.0,4573.0,8362.0
2145,input,train,log_3482_1708942529.xes,9.076137112722478,10.0,1906.0,3034.0
2146,input,train,log_3655_1708942530.xes,4.030718140307181,6.0,56.0,4818.0
2147,input,train,log_783_1708942530.xes,6.0,7.0,6.0,3736.0
2148,input,train,log_631_1708942530.xes,5.9655970889844525,7.0,70.0,3023.0
2149,input,train,log_3391_1708942534.xes,6.113390730903096,6.0,33.0,5459.0
2150,input,train,log_1291_1708942532.xes,6.002977801840823,7.0,1192.0,7388.0
2151,input,train,log_1638_1708942531.xes,3.5511713933415536,5.0,674.0,4055.0
2152,input,train,log_3149_1708942532.xes,6.0,6.0,1.0,1199.0
2153,input,train,log_1713_1708942531.xes,6.368131868131868,12.0,3666.0,7826.0
2154,input,train,log_3147_1708942529.xes,5.501970515253248,7.0,4.0,6851.0
2155,input,train,log_2981_1708942531.xes,4.72879177377892,6.0,939.0,3112.0
2156,input,train,log_4067_1708942532.xes,3.8991176470588234,11.0,814.0,3400.0
2157,input,train,log_1462_1708942532.xes,2.418332900545313,7.0,625.0,3851.0
2158,input,train,log_4572_1708942531.xes,4.975193167954453,6.0,409.0,2459.0
2159,input,train,log_3566_1708942530.xes,4.98992443324937,5.0,1056.0,4764.0
2160,input,train,log_4570_1708942528.xes,4.35244592829148,14.0,71.0,6889.0
2161,input,train,log_365_1708942533.xes,16.47357142857143,12.0,3442.0,4200.0
2162,input,train,log_3227_1708942532.xes,6.0,6.0,5.0,2330.0
2163,input,train,log_1388_1708942529.xes,4.9465648854961835,12.0,611.0,6026.0
2164,input,train,log_2473_1708942529.xes,9.046192609182532,11.0,235.0,3572.0
2165,input,train,log_3981_1708942518.xes,30.060301507537687,13.0,4786.0,5174.0
2166,input,train,log_3484_1708942531.xes,2.39466964570699,7.0,527.0,6266.0
2167,input,train,log_2219_1708942532.xes,5.0,6.0,2.0,1743.0
2168,input,train,log_2811_1708942533.xes,8.687511461580781,12.0,2474.0,5453.0
2169,input,train,log_4066_1708942530.xes,5.263042042703059,7.0,26.0,4543.0
2170,input,train,log_2980_1708942529.xes,6.324883900928793,13.0,1273.0,5168.0
2171,input,train,log_4485_1708942532.xes,8.1347049689441,12.0,898.0,2576.0
2172,input,train,log_1123_1708942529.xes,6.020870602265951,7.0,1005.0,5031.0
2173,input,train,log_38_1708942531.xes,6.028800658300761,7.0,1983.0,4861.0
2174,input,train,log_2221_1708942534.xes,11.9842555105713,8.0,2469.0,4446.0
2175,input,train,log_3735_1708942530.xes,3.970160116448326,8.0,894.0,5496.0
2176,input,train,log_2474_1708942531.xes,5.480592441266599,7.0,11.0,3916.0
2177,input,train,log_4994_1708942529.xes,6.0,7.0,2.0,5363.0
2178,input,train,log_4662_1708942530.xes,5.892259821081291,13.0,1848.0,5142.0
2179,input,train,log_3894_1708942533.xes,7.539465506525793,13.0,1236.0,6436.0
2180,input,train,log_2390_1708942532.xes,7.0,7.0,1.0,2012.0
2181,input,train,log_4995_1708942531.xes,7.015644955300128,8.0,1276.0,3132.0
2182,input,train,log_2556_1708942530.xes,7.724216959511077,11.0,1569.0,3927.0
2183,input,train,log_2715_1708942532.xes,7.924699636770048,10.0,2360.0,7158.0
2184,input,train,log_1055_1708942532.xes,8.793635077793494,14.0,1311.0,7070.0
2185,input,train,log_4911_1708942535.xes,1.7415222305953277,8.0,6.0,2654.0
2186,input,train,log_4484_1708942529.xes,18.60375670840787,12.0,971.0,3354.0
2187,input,train,log_1389_1708942531.xes,3.686379628078405,6.0,759.0,5969.0
2188,input,train,log_3657_1708942533.xes,3.042747533796127,11.0,772.0,2737.0
2189,input,train,log_2555_1708942523.xes,15.512349224583573,13.0,3098.0,6964.0
2190,input,train,log_1801_1708942533.xes,9.153478745422703,13.0,1476.0,6281.0
2191,input,train,log_2475_1708942532.xes,4.514354066985646,11.0,272.0,3762.0
2192,input,train,log_3660_1708942535.xes,3.5347938144329896,10.0,914.0,3104.0
2193,input,train,log_1125_1708942533.xes,6.0,7.0,2.0,2951.0
2194,input,train,log_2218_1708942530.xes,4.360305343511451,6.0,23.0,6550.0
2195,input,train,log_3656_1708942531.xes,1.9241006720252998,7.0,7.0,7589.0
2196,input,train,log_4316_1708942532.xes,2.1183777858969677,12.0,66.0,5474.0
2197,input,train,log_2389_1708942530.xes,4.2934391851408025,12.0,269.0,6676.0
2198,input,train,log_4315_1708942530.xes,7.9822019867549665,12.0,126.0,4832.0
2199,input,train,log_3150_1708942533.xes,7.280737444373808,12.0,3692.0,7865.0
2200,input,train,log_4146_1708942530.xes,4.821804917589841,7.0,18.0,7402.0
2201,input,train,log_1124_1708942532.xes,4.999563223411225,6.0,767.0,4579.0
2202,input,train,log_3226_1708942529.xes,5.4806190932748935,7.0,8.0,7301.0
2203,input,train,log_2982_1708942532.xes,7.354232972628899,10.0,1773.0,3142.0
2204,input,train,log_4404_1708942530.xes,5.913208300079808,8.0,977.0,5012.0
2205,input,train,log_364_1708942530.xes,6.991117537698822,8.0,381.0,4841.0
2206,input,train,log_3983_1708942529.xes,7.599106068420148,10.0,1457.0,5817.0
2207,input,train,log_1054_1708942530.xes,17.823457294646506,15.0,1460.0,2447.0
2208,input,train,log_3148_1708942531.xes,6.0,6.0,15.0,6452.0
2209,input,train,log_1639_1708942532.xes,6.036406495547407,6.0,1141.0,3818.0
2210,input,train,log_2060_1708942530.xes,5.463360473723168,7.0,857.0,6755.0
2211,input,train,log_880_1708942535.xes,4.497991967871486,8.0,577.0,3237.0
2212,input,train,log_714_1708942529.xes,8.076493484515147,14.0,1482.0,5909.0
2213,input,train,log_2557_1708942532.xes,10.268821292775666,13.0,803.0,2630.0
2214,input,train,log_1800_1708942531.xes,6.489872173058013,10.0,1033.0,5085.0
2215,input,train,log_1391_1708942535.xes,7.0,7.0,2.0,3527.0
2216,input,train,log_2714_1708942525.xes,9.936035573798529,12.0,3664.0,5847.0
2217,input,train,log_3062_1708942521.xes,21.01247569669475,13.0,4205.0,6172.0
2218,input,train,log_4826_1708942535.xes,7.048661800486618,7.0,1005.0,2466.0
2219,input,train,log_4824_1708942528.xes,8.299206705582996,12.0,3635.0,6681.0
2220,input,train,log_2307_1708942527.xes,15.24421965317919,12.0,3482.0,6228.0
2221,input,train,log_1972_1708942536.xes,7.271428571428571,8.0,2.0,3080.0
2222,input,train,log_1969_1708942530.xes,7.207338380896913,12.0,422.0,5151.0
2223,input,train,log_962_1708942529.xes,4.854510417921233,12.0,3102.0,8303.0
2224,input,train,log_41_1708942535.xes,6.665362624134818,6.0,1353.0,3323.0
2225,input,train,log_39_1708942533.xes,8.002108592514496,11.0,285.0,3794.0
2226,input,train,log_294_1708942536.xes,6.728321678321678,10.0,746.0,2860.0
2227,input,train,log_3151_1708942536.xes,4.489186000786472,7.0,15.0,2543.0
2228,input,train,log_4738_1708942526.xes,18.168665475886705,13.0,3412.0,3919.0
2229,input,train,log_2637_1708942530.xes,14.84805389221557,12.0,769.0,4008.0
2230,input,train,log_1218_1708942531.xes,7.313985736925515,13.0,1592.0,5048.0
2231,input,train,log_446_1708942531.xes,6.0,7.0,12.0,5258.0
2232,input,train,log_207_1708942531.xes,5.7026581118240145,11.0,860.0,5455.0
2233,input,train,log_4663_1708942531.xes,7.040939193257074,7.0,212.0,6644.0
2234,input,train,log_4407_1708942535.xes,7.176996091568956,13.0,265.0,3582.0
2235,input,train,log_2137_1708942535.xes,10.342683851402578,7.0,262.0,2638.0
2236,input,train,log_1127_1708942536.xes,4.928063571727311,10.0,84.0,4782.0
2237,input,train,log_2890_1708942535.xes,9.036550092032606,13.0,1133.0,3803.0
2238,input,train,log_2138_1708942537.xes,2.0967209733965766,8.0,523.0,4849.0
2239,input,train,log_3311_1708942529.xes,8.580099348028563,9.0,2931.0,6442.0
2240,input,train,log_2891_1708942537.xes,4.519489247311828,6.0,579.0,2976.0
2241,input,train,log_2308_1708942531.xes,7.189651856126178,11.0,1207.0,5199.0
2242,input,train,log_3390_1708942532.xes,6.0,6.0,15.0,5880.0
2243,input,train,log_1292_1708942536.xes,9.570373588184188,11.0,1318.0,2302.0
2244,input,train,log_2887_1708942528.xes,14.506750982737994,12.0,1823.0,5851.0
2245,input,train,log_1461_1708942528.xes,8.880232384924772,11.0,1362.0,6713.0
2246,input,train,log_3065_1708942536.xes,5.585776668746101,11.0,1236.0,3206.0
2247,input,train,log_3568_1708942534.xes,4.758778376612772,12.0,600.0,6123.0
2248,input,train,log_1551_1708942537.xes,5.977661596958175,10.0,130.0,2104.0
2249,input,train,log_4664_1708942534.xes,5.999614123094733,6.0,926.0,5183.0
2250,input,train,log_716_1708942534.xes,7.550666384599111,13.0,349.0,4727.0
2251,input,train,log_4070_1708942536.xes,4.2950752950752955,8.0,35.0,4914.0
2252,input,train,log_3064_1708942534.xes,15.122004357298476,11.0,1023.0,2754.0
2253,input,train,log_3063_1708942530.xes,11.31727916000913,13.0,1188.0,4381.0
2254,input,train,log_2559_1708942534.xes,6.347816641320878,7.0,86.0,4603.0
2255,input,train,log_210_1708942535.xes,6.049180327868853,8.0,104.0,5734.0
2256,input,train,log_1799_1708942527.xes,10.92843663811874,14.0,1849.0,6889.0
2257,input,train,log_544_1708942535.xes,7.0,7.0,2.0,4183.0
2258,input,train,log_366_1708942536.xes,4.00709219858156,6.0,1050.0,5076.0
2259,input,train,log_211_1708942537.xes,2.2585470085470085,11.0,21.0,6084.0
2260,input,train,log_3737_1708942534.xes,5.153281015194524,12.0,270.0,5989.0
2261,input,train,log_3985_1708942536.xes,5.462534690101758,7.0,5.0,4324.0
2262,input,train,log_1802_1708942536.xes,3.8641437042204396,7.0,904.0,5734.0
2263,input,train,log_715_1708942531.xes,5.54226389819156,5.0,45.0,7465.0
2264,input,train,log_3392_1708942536.xes,6.0,6.0,1.0,5055.0
2265,input,train,log_881_1708942536.xes,14.999211356466876,11.0,1607.0,2536.0
2266,input,train,log_3895_1708942536.xes,2.3514207149404216,11.0,975.0,5455.0
2267,input,train,log_4229_1708942523.xes,13.750219876868954,16.0,3205.0,6822.0
2268,input,train,log_4574_1708942534.xes,9.7122631688528,13.0,1456.0,4803.0
2269,input,train,log_4318_1708942535.xes,8.671513706793801,9.0,1178.0,4195.0
2270,input,train,log_2810_1708942530.xes,8.938201428363213,8.0,222.0,6861.0
2271,input,train,log_1886_1708942535.xes,5.397545555968762,7.0,6.0,5378.0
2272,input,train,log_4665_1708942537.xes,5.390368271954674,11.0,1294.0,3530.0
2273,input,train,log_542_1708942529.xes,18.346875,11.0,2594.0,4160.0
2274,input,train,log_1392_1708942536.xes,5.38202614379085,12.0,1450.0,3060.0
2275,input,train,log_3487_1708942536.xes,5.411519929916776,6.0,1326.0,4566.0
2276,input,train,log_1887_1708942538.xes,6.0,7.0,30.0,2427.0
2277,input,train,log_3662_1708942538.xes,5.005942275042445,6.0,998.0,3534.0
2278,input,train,log_1550_1708942535.xes,5.984016678248784,7.0,1914.0,5756.0
2279,input,train,log_1643_1708942538.xes,5.860819828408007,6.0,109.0,2098.0
2280,input,train,log_3818_1708942529.xes,11.148377862595419,12.0,2416.0,6288.0
2281,input,train,log_1219_1708942534.xes,6.011461318051576,7.0,2860.0,6980.0
2282,input,train,log_1973_1708942537.xes,7.0,7.0,2.0,2763.0
2283,input,train,log_3152_1708942537.xes,3.5397079415883175,11.0,24.0,4999.0
2284,input,train,log_2139_1708942537.xes,2.738153395212506,11.0,1249.0,6141.0
2285,input,train,log_963_1708942533.xes,11.979446640316205,14.0,3233.0,5060.0
2286,input,train,log_4996_1708942532.xes,6.093367024636765,12.0,914.0,7915.0
2287,input,train,log_4488_1708942536.xes,6.099798939864741,8.0,1906.0,5471.0
2288,input,train,log_3738_1708942537.xes,5.428659666460779,13.0,900.0,3238.0
2289,input,train,log_3567_1708942531.xes,10.86578699340245,14.0,2276.0,5305.0
2290,input,train,log_3228_1708942533.xes,8.015835076187631,7.0,2461.0,6694.0
2291,input,train,log_42_1708942537.xes,5.908832717977847,6.0,1376.0,3521.0
2292,input,train,log_3230_1708942539.xes,5.0,5.0,2.0,3326.0
2293,input,train,log_3153_1708942538.xes,5.0,5.0,4.0,3705.0
2294,input,train,log_2985_1708942538.xes,5.006586826347306,5.0,825.0,3340.0
2295,input,train,log_1056_1708942536.xes,8.16010101010101,10.0,2347.0,3960.0
2296,input,train,log_295_1708942536.xes,3.83243558014267,5.0,78.0,6869.0
2297,input,train,log_122_1708942535.xes,7.660192690013764,8.0,149.0,6539.0
2298,input,train,log_123_1708942537.xes,4.504032258064516,5.0,3.0,4960.0
2299,input,train,log_879_1708942529.xes,10.51295799821269,12.0,2225.0,5595.0
2300,input,train,log_1715_1708942535.xes,6.652366209641752,8.0,689.0,6783.0
2301,input,train,log_717_1708942537.xes,2.578554408260524,12.0,1420.0,6295.0
2302,input,train,log_2640_1708942538.xes,6.095730918499354,7.0,1102.0,3092.0
2303,input,train,log_1393_1708942538.xes,2.875027746947836,11.0,77.0,4505.0
2304,input,train,log_4666_1708942538.xes,8.104267701260913,7.0,552.0,2062.0
2305,input,train,log_3661_1708942536.xes,6.0,6.0,4.0,7196.0
2306,input,train,log_212_1708942538.xes,5.997441000853,6.0,662.0,3517.0
2307,input,train,log_2984_1708942535.xes,18.14559292904493,12.0,2263.0,4073.0
2308,input,train,log_2812_1708942536.xes,5.903426294820717,8.0,22.0,6275.0
2309,input,train,log_4320_1708942539.xes,2.8311138014527844,13.0,85.0,4956.0
2310,input,train,log_4319_1708942537.xes,4.463614622480355,6.0,4.0,5854.0
2311,input,train,log_1549_1708942529.xes,27.036540108478448,13.0,2937.0,3503.0
2312,input,train,log_3313_1708942535.xes,8.371343283582089,9.0,33.0,6700.0
2313,input,train,log_2063_1708942536.xes,10.227261643501585,12.0,1217.0,4101.0
2314,input,train,log_3893_1708942527.xes,15.28870233352305,13.0,5887.0,7028.0
2315,input,train,log_291_1708942529.xes,9.626917510853835,12.0,1565.0,6910.0
2316,input,train,log_3389_1708942526.xes,19.923863055697495,15.0,5251.0,5871.0
2317,input,train,log_3066_1708942537.xes,6.0243392279901125,10.0,1097.0,5259.0
2318,input,train,log_3896_1708942538.xes,3.214074512123004,7.0,698.0,5073.0
2319,input,train,log_2222_1708942536.xes,5.4089285714285715,7.0,1139.0,6160.0
2320,input,train,log_3986_1708942538.xes,5.0343280670957675,11.0,1188.0,5127.0
2321,input,train,log_789_1708942543.xes,5.0,6.0,30.0,4409.0
2322,input,train,log_1974_1708942538.xes,3.780701754385965,7.0,29.0,4560.0
2323,input,train,log_453_1708942543.xes,4.506931886678722,6.0,2.0,3318.0
2324,input,train,log_2310_1708942536.xes,6.574162679425838,8.0,12.0,5434.0
2325,input,train,log_968_1708942544.xes,6.11495673671199,10.0,403.0,1618.0
2326,input,train,log_3571_1708942543.xes,2.481681276691391,7.0,5.0,4449.0
2327,input,train,log_4912_1708942536.xes,4.004395604395604,14.0,2758.0,7280.0
2328,input,train,log_1642_1708942536.xes,12.669560641936332,14.0,1760.0,3801.0
2329,input,train,log_3235_1708942544.xes,5.0,6.0,2.0,1868.0
2330,input,train,log_964_1708942538.xes,7.968955441928415,7.0,1246.0,2738.0
2331,input,train,log_213_1708942539.xes,4.5518699910952805,10.0,1444.0,4492.0
2332,input,train,log_2563_1708942544.xes,4.829527559055118,11.0,768.0,2540.0
2333,input,train,log_1128_1708942537.xes,4.094348019581664,11.0,211.0,6741.0
2334,input,train,log_3490_1708942544.xes,2.4415900486749593,7.0,4.0,3698.0
2335,input,train,log_1552_1708942538.xes,9.344193548387096,10.0,2206.0,3100.0
2336,input,train,log_1396_1708942543.xes,12.829018338727076,11.0,1184.0,1854.0
2337,input,train,log_3229_1708942537.xes,8.676107811786204,13.0,809.0,4378.0
2338,input,train,log_3667_1708942544.xes,3.128458022612461,5.0,11.0,4157.0
2339,input,train,log_2813_1708942538.xes,13.648677248677249,11.0,789.0,3780.0
2340,input,train,log_2476_1708942533.xes,9.003542079909323,11.0,4069.0,7058.0
2341,input,train,log_3820_1708942536.xes,6.663944723618091,13.0,907.0,6368.0
2342,input,train,log_3234_1708942543.xes,2.4093877551020406,10.0,699.0,4900.0
2343,input,train,log_370_1708942542.xes,6.019321004692244,7.0,668.0,3623.0
2344,input,train,log_1890_1708942544.xes,4.0,7.0,3.0,3473.0
2345,input,train,log_2135_1708942522.xes,21.358053007135577,16.0,4031.0,7848.0
2346,input,train,log_2560_1708942537.xes,6.463536031162086,14.0,2218.0,4621.0
2347,input,train,log_2639_1708942535.xes,8.956720977596742,12.0,591.0,5892.0
2348,input,train,log_4743_1708942543.xes,3.246700507614213,7.0,17.0,4925.0
2349,input,train,log_882_1708942538.xes,6.0203426124197,7.0,912.0,4670.0
2350,input,train,log_448_1708942536.xes,9.194003868471954,12.0,1564.0,5170.0
2351,input,train,log_3989_1708942545.xes,2.004654654654655,8.0,12.0,6660.0
2352,input,train,log_2225_1708942544.xes,5.987161596427574,6.0,1120.0,3583.0
2353,input,train,log_4325_1708942545.xes,3.6608095387511765,14.0,172.0,3187.0
2354,input,train,log_3572_1708942544.xes,4.313229571984436,6.0,910.0,3084.0
2355,input,train,log_2223_1708942539.xes,9.47970120168886,11.0,1299.0,3079.0
2356,input,train,log_4489_1708942538.xes,6.631319358816276,8.0,91.0,6488.0
2357,input,train,log_967_1708942542.xes,6.150282485875707,7.0,17.0,6195.0
2358,input,train,log_4744_1708942544.xes,3.7533361134278564,6.0,37.0,4796.0
2359,input,train,log_4411_1708942543.xes,6.0,7.0,16.0,3954.0
2360,input,train,log_125_1708942544.xes,6.975970425138632,8.0,828.0,2705.0
2361,input,train,log_371_1708942544.xes,7.0,8.0,4.0,2498.0
2362,input,train,log_3393_1708942537.xes,7.0,7.0,1.0,7040.0
2363,input,train,log_367_1708942538.xes,6.624898621248986,8.0,8.0,4932.0
2364,input,train,log_1716_1708942538.xes,6.679521550835224,11.0,1666.0,4849.0
2365,input,train,log_3990_1708942546.xes,5.992749870533403,6.0,870.0,1931.0
2366,input,train,log_2716_1708942536.xes,7.8429493087557605,11.0,1775.0,5425.0
2367,input,train,log_3988_1708942542.xes,6.187910346388952,12.0,1784.0,4417.0
2368,input,train,log_1296_1708942544.xes,5.345339652448657,15.0,380.0,3165.0
2369,input,train,log_2395_1708942543.xes,8.00599520383693,13.0,1788.0,3336.0
2370,input,train,log_3236_1708942545.xes,3.4402789886660856,14.0,399.0,4588.0
2371,input,train,log_455_1708942546.xes,3.9829172141918527,6.0,345.0,1522.0
2372,input,train,log_4741_1708942536.xes,6.089256198347107,13.0,411.0,6655.0
2373,input,train,log_216_1708942544.xes,7.15929941618015,8.0,1310.0,3597.0
2374,input,train,log_4326_1708942546.xes,5.4854182655410595,12.0,821.0,2606.0
2375,input,train,log_2718_1708942543.xes,5.037187789084181,11.0,2835.0,5405.0
2376,input,train,log_2140_1708942539.xes,9.999514563106796,11.0,852.0,4120.0
2377,input,train,log_2143_1708942544.xes,9.855345911949685,12.0,949.0,2226.0
2378,input,train,log_4233_1708942544.xes,6.0,7.0,39.0,4348.0
2379,input,train,log_4324_1708942544.xes,6.530042313117066,10.0,685.0,3545.0
2380,input,train,log_3669_1708942546.xes,2.3762795623014474,6.0,8.0,2833.0
2381,input,train,log_4914_1708942542.xes,4.979915088177662,6.0,15.0,6124.0
2382,input,train,log_2479_1708942546.xes,3.016955684007707,5.0,392.0,5190.0
2383,input,train,log_4235_1708942547.xes,4.90625,11.0,504.0,1056.0
2384,input,train,log_3157_1708942546.xes,1.9596902303415409,8.0,15.0,5036.0
2385,input,train,log_790_1708942544.xes,6.458949096880131,12.0,2217.0,3654.0
2386,input,train,log_1293_1708942537.xes,16.35646053293112,12.0,2170.0,3978.0
2387,input,train,log_1290_1708942521.xes,24.24893203883495,14.0,6810.0,7725.0
2388,input,train,log_2564_1708942545.xes,4.0,5.0,2.0,5466.0
2389,input,train,log_1554_1708942543.xes,7.84477159558346,8.0,35.0,4619.0
2390,input,train,log_2893_1708942544.xes,4.832725799918996,7.0,18.0,4938.0
2391,input,train,log_3155_1708942542.xes,5.303506159469338,13.0,1624.0,7387.0
2392,input,train,log_1718_1708942545.xes,3.0737431859479103,11.0,1269.0,6604.0
2393,input,train,log_3316_1708942545.xes,13.612513144058886,12.0,501.0,1902.0
2394,input,train,log_4072_1708942543.xes,4.960742090442273,8.0,76.0,6037.0
2395,input,train,log_1130_1708942544.xes,9.381764512955067,11.0,356.0,3049.0
2396,input,train,log_3156_1708942545.xes,5.0,6.0,3.0,5029.0
2397,input,train,log_4578_1708942547.xes,2.62566510172144,11.0,10.0,3195.0
2398,input,train,log_3741_1708942543.xes,5.947015310510924,7.0,2056.0,5813.0
2399,input,train,log_4909_1708942528.xes,28.0049686757399,15.0,2752.0,4629.0
2400,input,train,log_120_1708942529.xes,26.529122807017544,14.0,3075.0,4275.0
2401,input,train,log_372_1708942546.xes,15.21001494768311,11.0,747.0,1338.0
2402,input,train,log_3991_1708942546.xes,5.0,7.0,61.0,2376.0
2403,input,train,log_3315_1708942542.xes,8.225534308211474,14.0,1402.0,7112.0
2404,input,train,log_545_1708942537.xes,7.971751412429379,8.0,1535.0,6195.0
2405,input,train,log_2641_1708942539.xes,3.0273779283093423,9.0,9.0,3543.0
2406,input,train,log_3668_1708942544.xes,4.263122133514524,9.0,1076.0,5887.0
2407,input,train,log_4073_1708942546.xes,4.494407800401492,7.0,9.0,3487.0
2408,input,train,log_2313_1708942544.xes,5.501123207188526,7.0,1675.0,5787.0
2409,input,train,log_1294_1708942540.xes,5.419258373205742,13.0,412.0,1672.0
2410,input,train,log_4322_1708942541.xes,4.022222222222222,7.0,11.0,1620.0
2411,input,train,log_634_1708942542.xes,7.521094312455004,9.0,2870.0,6945.0
2412,input,train,log_884_1708942543.xes,5.117452895062577,13.0,1887.0,7271.0
2413,input,train,log_3317_1708942546.xes,3.0319664902998236,10.0,662.0,4536.0
2414,input,train,log_4408_1708942536.xes,11.048481308411215,8.0,84.0,6848.0
2415,input,train,log_2226_1708942545.xes,3.4748253001254255,8.0,7.0,5581.0
2416,input,train,log_785_1708942539.xes,6.003045298819947,6.0,506.0,2627.0
2417,input,train,log_4668_1708942542.xes,12.996212121212121,12.0,3233.0,4488.0
2418,input,train,log_4577_1708942544.xes,3.7371211091477505,7.0,22.0,7357.0
2419,input,train,log_1059_1708942542.xes,7.0810681164055005,12.0,841.0,6254.0
2420,input,train,log_786_1708942540.xes,3.5259222333000997,7.0,303.0,2006.0
2421,input,train,log_4321_1708942540.xes,6.453244510239329,11.0,589.0,4053.0
2422,input,train,log_547_1708942543.xes,14.665780141843971,14.0,1710.0,3384.0
2423,input,train,log_2396_1708942545.xes,11.987562189054726,13.0,1636.0,3216.0
2424,input,train,log_3664_1708942541.xes,4.50112528132033,6.0,264.0,1333.0
2425,input,train,log_449_1708942539.xes,2.281140289285213,6.0,6.0,7121.0
2426,input,train,log_451_1708942541.xes,4.624647224835371,10.0,334.0,1063.0
2427,input,train,log_126_1708942545.xes,11.364121729845168,11.0,2067.0,3746.0
2428,input,train,log_454_1708942544.xes,7.594383775351014,9.0,108.0,5128.0
2429,input,train,log_3897_1708942540.xes,5.06142941523922,11.0,81.0,3386.0
2430,input,train,log_1057_1708942538.xes,6.990571596935769,7.0,2115.0,3394.0
2431,input,train,log_4147_1708942532.xes,26.834390415785766,12.0,3647.0,4257.0
2432,input,train,log_3237_1708942546.xes,8.025196850393701,7.0,23.0,3810.0
2433,input,train,log_1463_1708942533.xes,33.54860499265786,13.0,1804.0,3405.0
2434,input,train,log_4828_1708942540.xes,4.992383853769993,5.0,420.0,2626.0
2435,input,train,log_4234_1708942545.xes,10.715412792335869,11.0,1130.0,3549.0
2436,input,train,log_4827_1708942536.xes,15.10078613182826,13.0,4298.0,4961.0
2437,input,train,log_1465_1708942542.xes,18.20060882800609,13.0,1634.0,3285.0
2438,input,train,log_368_1708942541.xes,6.0,6.0,3.0,2102.0
2439,input,train,log_2561_1708942540.xes,7.0,8.0,2.0,2776.0
2440,input,train,log_4490_1708942540.xes,6.5036375661375665,12.0,2493.0,3024.0
2441,input,train,log_632_1708942531.xes,17.54863387978142,14.0,5077.0,6405.0
2442,input,train,log_965_1708942540.xes,3.943767372247167,7.0,30.0,4677.0
2443,input,train,log_787_1708942541.xes,2.790577420281528,13.0,118.0,3481.0
2444,input,train,log_1647_1708942544.xes,5.125928772738919,7.0,44.0,7806.0
2445,input,train,log_297_1708942543.xes,7.0,8.0,6.0,7530.0
2446,input,train,log_1891_1708942545.xes,5.948721631715024,14.0,233.0,6962.0
2447,input,train,log_1397_1708942544.xes,6.809464508094645,8.0,1716.0,7227.0
2448,input,train,log_4148_1708942538.xes,5.491955719557196,7.0,1199.0,6775.0
2449,input,train,log_3491_1708942545.xes,4.13129074315515,12.0,1126.0,7670.0
2450,input,train,log_2392_1708942540.xes,5.980224893369523,7.0,1119.0,2579.0
2451,input,train,log_1394_1708942540.xes,4.445544554455446,13.0,79.0,4848.0
2452,input,train,log_2477_1708942539.xes,4.105472809144441,6.0,208.0,5774.0
2453,input,train,log_4667_1708942539.xes,9.829679595278247,12.0,518.0,2965.0
2454,input,train,log_1805_1708942545.xes,5.631604617135425,7.0,1164.0,6151.0
2455,input,train,log_3821_1708942538.xes,8.476177801437316,14.0,1122.0,3757.0
2456,input,train,log_450_1708942540.xes,5.470407593523172,6.0,3.0,3582.0
2457,input,train,log_3898_1708942541.xes,5.84189852700491,11.0,253.0,3055.0
2458,input,train,log_3740_1708942543.xes,3.086307053941909,6.0,290.0,1205.0
2459,input,train,log_2141_1708942540.xes,7.068895643363729,7.0,63.0,2961.0
2460,input,train,log_369_1708942541.xes,2.659301283965363,12.0,808.0,3349.0
2461,input,train,log_2391_1708942533.xes,19.344192359899168,12.0,3475.0,5157.0
2462,input,train,log_1888_1708942539.xes,7.682127396413111,13.0,908.0,4851.0
2463,input,train,log_3067_1708942539.xes,6.0,7.0,77.0,6280.0
2464,input,train,log_2311_1708942539.xes,3.575146575146575,11.0,91.0,6993.0
2465,input,train,log_1221_1708942542.xes,3.5133159268929504,7.0,3.0,3830.0
2466,input,train,log_2987_1708942545.xes,5.8075829383886255,7.0,5.0,7385.0
2467,input,train,log_3069_1708942544.xes,6.368886123210952,8.0,1528.0,8035.0
2468,input,train,log_633_1708942540.xes,4.144448640483383,6.0,1207.0,5296.0
2469,input,train,log_1803_1708942538.xes,6.403013481363997,7.0,1286.0,6305.0
2470,input,train,log_3231_1708942540.xes,3.6903135672151506,15.0,2212.0,6442.0
