,collection,noise_level,log_name,trace_length,event_class_size,unique_traces,log_size
11543,input,train,log_14295_1708942903.xes,5.024038461538462,6.0,910.0,4576.0
11544,input,train,log_13550_1708942908.xes,2.602153846153846,5.0,5.0,3250.0
11545,input,train,log_10619_1708942906.xes,5.751834556370914,11.0,671.0,2998.0
11546,input,train,log_13128_1708942910.xes,6.686400238592306,11.0,2079.0,6706.0
11547,input,train,log_14954_1708942907.xes,1.9777651083238312,5.0,3.0,7016.0
11548,input,train,log_12961_1708942905.xes,3.443054015523523,8.0,1381.0,6313.0
11549,input,train,log_11958_1708942906.xes,8.007513148009016,7.0,10.0,2662.0
11550,input,train,log_14296_1708942908.xes,2.6752616798570332,7.0,7.0,3917.0
11551,input,train,log_12374_1708942912.xes,6.0,7.0,16.0,6680.0
11552,input,train,log_11784_1708942908.xes,3.5209895052473765,5.0,505.0,2668.0
11553,input,train,log_13549_1708942901.xes,6.712420810136303,12.0,3117.0,5209.0
11554,input,train,log_11117_1708942907.xes,3.295110341843358,7.0,7.0,4622.0
11555,input,train,log_10713_1708942908.xes,10.422319474835886,11.0,684.0,1371.0
11556,input,train,log_11208_1708942906.xes,3.0,5.0,9.0,6324.0
11557,input,train,log_14297_1708942912.xes,7.069961489088575,9.0,20.0,6232.0
11558,input,train,log_10956_1708942909.xes,5.984210526315789,6.0,433.0,1330.0
11559,input,train,log_10458_1708942905.xes,7.177134646962233,12.0,610.0,4872.0
11560,input,train,log_9741_1708942877.xes,21.40735946745562,14.0,3249.0,5408.0
11561,input,train,log_14376_1708942902.xes,6.00752688172043,7.0,1827.0,5580.0
11562,input,train,log_13795_1708942908.xes,3.1171151301279223,6.0,559.0,4534.0
11563,input,train,log_12214_1708942908.xes,5.0,5.0,6.0,2898.0
11564,input,train,log_12036_1708942885.xes,11.074234503360717,14.0,2212.0,6695.0
11565,input,train,log_12614_1708942888.xes,6.0,6.0,1.0,6740.0
11566,input,train,log_12617_1708942912.xes,7.266062469655284,13.0,2817.0,6179.0
11567,input,train,log_13290_1708942909.xes,3.908613445378151,13.0,1075.0,2856.0
11568,input,train,log_11289_1708942908.xes,3.1527196652719667,10.0,66.0,5258.0
11569,input,train,log_11458_1708942908.xes,6.991980753809142,6.0,587.0,2494.0
11570,input,train,log_13212_1708942910.xes,2.5222570532915363,11.0,122.0,6380.0
11571,input,train,log_13959_1708942906.xes,6.0,7.0,81.0,4436.0
11572,input,train,log_13871_1708942884.xes,19.519447396386823,13.0,2868.0,4705.0
11573,input,train,log_11701_1708942907.xes,2.987006813500238,7.0,1165.0,6311.0
11574,input,train,log_12373_1708942907.xes,3.50151240169389,5.0,2.0,6612.0
11575,input,train,log_14459_1708942904.xes,3.82747729964469,6.0,4.0,7599.0
11576,input,train,log_11880_1708942907.xes,5.495880275769295,8.0,1444.0,5947.0
11577,input,train,log_13629_1708942907.xes,6.265143349859883,9.0,1049.0,4639.0
11578,input,train,log_12616_1708942907.xes,5.977364410578216,7.0,884.0,4462.0
11579,input,train,log_10620_1708942910.xes,6.0,7.0,40.0,2553.0
11580,input,train,log_13211_1708942904.xes,7.300080450522929,7.0,1270.0,4972.0
11581,input,train,log_13712_1708942907.xes,4.5719936708860756,11.0,110.0,6320.0
11582,input,train,log_12042_1708942910.xes,15.008005822416303,12.0,662.0,1374.0
11583,input,train,log_12458_1708942904.xes,5.369154082979035,15.0,2127.0,6821.0
11584,input,train,log_12870_1708942886.xes,20.350951903807616,12.0,2011.0,3992.0
11585,input,train,log_11697_1708942888.xes,4.604876419505678,13.0,1272.0,2994.0
11586,input,train,log_10118_1708942888.xes,5.863780778395552,11.0,338.0,2518.0
11587,input,train,log_11542_1708942903.xes,8.14432272648235,12.0,2012.0,5751.0
11588,input,train,log_14039_1708942889.xes,4.937799043062201,7.0,32.0,3344.0
11589,input,train,log_11032_1708942889.xes,5.482461538461538,7.0,3.0,1625.0
11590,input,train,log_13289_1708942904.xes,5.3334174659263,12.0,1389.0,7924.0
11591,input,train,log_13876_1708942909.xes,5.53636124967183,11.0,989.0,3809.0
11592,input,train,log_11038_1708942906.xes,5.748053296418066,6.0,1951.0,5779.0
11593,input,train,log_12286_1708942905.xes,7.767223235582994,8.0,2755.0,7127.0
11594,input,train,log_10864_1708942883.xes,14.613481228668942,12.0,3170.0,7032.0
11595,input,train,log_10540_1708942908.xes,4.6322940503432495,13.0,203.0,6992.0
11596,input,train,log_12538_1708942908.xes,6.0,7.0,103.0,4401.0
11597,input,train,log_14871_1708942906.xes,6.405841557748733,8.0,74.0,7498.0
11598,input,train,log_14707_1708942907.xes,5.825137770241628,12.0,2141.0,4718.0
11599,input,train,log_9909_1708942888.xes,16.012021036814424,12.0,813.0,1331.0
11600,input,train,log_14377_1708942908.xes,5.0,6.0,2.0,5895.0
11601,input,train,log_12454_1708942883.xes,15.496692318077494,14.0,2831.0,7407.0
11602,input,train,log_12121_1708942905.xes,6.260341726618705,8.0,2239.0,6672.0
11603,input,train,log_10709_1708942887.xes,3.495115279406018,6.0,1032.0,5118.0
11604,input,train,log_12213_1708942902.xes,7.638297872340425,12.0,1582.0,6627.0
11605,input,train,log_13955_1708942889.xes,2.4895833333333335,5.0,2.0,4608.0
11606,input,train,log_10374_1708942909.xes,8.504432624113475,10.0,2121.0,3384.0
11607,input,train,log_13872_1708942889.xes,5.0,6.0,20.0,2522.0
11608,input,train,log_13458_1708942908.xes,4.644284712482468,8.0,192.0,5704.0
11609,input,train,log_14373_1708942889.xes,3.7041463414634146,6.0,10.0,4100.0
11610,input,train,log_13954_1708942885.xes,14.769026548672567,11.0,1246.0,6780.0
11611,input,train,log_10782_1708942907.xes,6.0,7.0,36.0,5627.0
11612,input,train,log_14625_1708942903.xes,10.094368932038835,15.0,2267.0,5150.0
11613,input,train,log_12039_1708942895.xes,5.0,6.0,4.0,1483.0
11614,input,train,log_11959_1708942910.xes,10.93017543859649,11.0,1826.0,2850.0
11615,input,train,log_10290_1708942907.xes,6.1595922714133575,11.0,1908.0,6573.0
11616,input,train,log_12536_1708942897.xes,5.0,5.0,5.0,1038.0
11617,input,train,log_13957_1708942893.xes,3.5591397849462365,9.0,171.0,3534.0
11618,input,train,log_11113_1708942888.xes,2.755804195804196,12.0,300.0,7150.0
11619,input,train,log_13551_1708942912.xes,9.613909879652953,8.0,1564.0,7146.0
11620,input,train,log_11375_1708942907.xes,7.71367597367953,9.0,2087.0,5623.0
11621,input,train,log_12209_1708942888.xes,3.3111034719834995,11.0,842.0,5818.0
11622,input,train,log_10952_1708942888.xes,5.206392467789891,12.0,1195.0,4036.0
11623,input,train,log_14460_1708942910.xes,4.377546597312527,12.0,2328.0,6921.0
11624,input,train,log_9659_1708942888.xes,7.080139372822299,6.0,1459.0,4592.0
11625,input,train,log_13706_1708942887.xes,3.3267612406828566,8.0,19.0,8318.0
11626,input,train,log_14702_1708942882.xes,13.633893090629407,12.0,4034.0,7801.0
11627,input,train,log_11956_1708942895.xes,3.020607934054611,7.0,31.0,3882.0
11628,input,train,log_11618_1708942906.xes,9.591256830601093,12.0,2676.0,5490.0
11629,input,train,log_13125_1708942893.xes,4.280623020063358,6.0,947.0,3788.0
11630,input,train,log_14128_1708942908.xes,6.979919678714859,9.0,2786.0,5478.0
11631,input,train,log_11112_1708942879.xes,19.510045274476514,13.0,4473.0,7068.0
11632,input,train,log_10778_1708942887.xes,6.467264224473889,6.0,156.0,5132.0
11633,input,train,log_10866_1708942896.xes,4.25809896760413,13.0,1076.0,2809.0
11634,input,train,log_14043_1708942909.xes,7.493318060328369,8.0,159.0,5238.0
11635,input,train,log_10288_1708942894.xes,5.2026359143327845,10.0,1187.0,3035.0
11636,input,train,log_10124_1708942907.xes,6.947651663405088,13.0,2191.0,6132.0
11637,input,train,log_12962_1708942910.xes,6.86658149297317,13.0,920.0,5479.0
11638,input,train,log_11209_1708942910.xes,6.990395697272378,7.0,1102.0,5206.0
11639,input,train,log_13627_1708942895.xes,5.0,6.0,2.0,4624.0
11640,input,train,log_13793_1708942898.xes,3.993927125506073,5.0,526.0,4446.0
11641,input,train,log_10534_1708942888.xes,4.749789668517583,10.0,1560.0,5943.0
11642,input,train,log_12371_1708942897.xes,6.827057182705718,11.0,1431.0,2151.0
11643,input,train,log_14786_1708942898.xes,5.917832957110609,7.0,476.0,2215.0
11644,input,train,log_12958_1708942888.xes,4.268175182481752,12.0,2234.0,6850.0
11645,input,train,log_13123_1708942888.xes,6.697211155378486,8.0,1192.0,5522.0
11646,input,train,log_13548_1708942895.xes,5.998122065727699,6.0,966.0,3195.0
11647,input,train,log_11036_1708942892.xes,4.43194018404908,5.0,1083.0,5216.0
11648,input,train,log_10457_1708942900.xes,2.506060606060606,7.0,4.0,2970.0
11649,input,train,log_12459_1708942909.xes,7.007250755287009,7.0,1593.0,6620.0
11650,input,train,log_12960_1708942900.xes,5.521268368136117,7.0,269.0,1293.0
11651,input,train,log_10614_1708942886.xes,5.011882756799578,7.0,2177.0,7574.0
11652,input,train,log_12875_1708942905.xes,8.014350143501435,8.0,3045.0,7317.0
11653,input,train,log_10459_1708942910.xes,8.130052395209582,7.0,2398.0,5344.0
11654,input,train,log_9912_1708942892.xes,6.014185994145463,7.0,1440.0,4441.0
11655,input,train,log_13037_1708942895.xes,5.004350405378683,6.0,1296.0,5057.0
11656,input,train,log_14705_1708942894.xes,7.610241820768136,13.0,1675.0,3515.0
11657,input,train,log_12118_1708942887.xes,6.081874495017506,12.0,1859.0,7426.0
11658,input,train,log_12713_1708942910.xes,11.879796017484216,10.0,1737.0,4118.0
11659,input,train,log_11874_1708942888.xes,5.897443939156343,13.0,714.0,6377.0
11660,input,train,log_11456_1708942893.xes,6.582662245381336,12.0,1845.0,4222.0
11661,input,train,log_12786_1708942897.xes,7.061188811188811,12.0,950.0,2860.0
11662,input,train,log_13210_1708942898.xes,3.183793410507569,7.0,992.0,5615.0
11663,input,train,log_12712_1708942902.xes,10.57370799209263,12.0,3900.0,7082.0
11664,input,train,log_14542_1708942888.xes,6.70563155089714,11.0,1553.0,5629.0
11665,input,train,log_12281_1708942886.xes,6.0,7.0,4.0,7740.0
11666,input,train,log_11207_1708942901.xes,3.5400130123617437,6.0,2.0,3074.0
11667,input,train,log_11539_1708942887.xes,6.744059040590406,12.0,2444.0,6775.0
11668,input,train,log_11878_1708942897.xes,7.318377216550242,13.0,1815.0,3722.0
11669,input,train,log_13379_1708942907.xes,16.707060063224446,12.0,2899.0,3796.0
11670,input,train,log_12285_1708942899.xes,8.974100719424461,10.0,651.0,2780.0
11671,input,train,log_12457_1708942898.xes,5.993354720439964,7.0,795.0,4364.0
11672,input,train,log_11373_1708942894.xes,5.008636821649633,7.0,4.0,6947.0
11673,input,train,log_14624_1708942897.xes,11.279814743342339,11.0,1543.0,2591.0
11674,input,train,log_13707_1708942889.xes,1.8050511375495721,10.0,8.0,4791.0
11675,input,train,log_11957_1708942901.xes,2.977579556412729,7.0,4.0,4148.0
11676,input,train,log_13710_1708942895.xes,7.866452131938858,9.0,1143.0,4972.0
11677,input,train,log_11374_1708942902.xes,7.0,7.0,2.0,1821.0
11678,input,train,log_12707_1708942889.xes,3.0061807880504765,12.0,737.0,3883.0
11679,input,train,log_12040_1708942900.xes,5.172809172809173,10.0,795.0,3663.0
11680,input,train,log_13377_1708942896.xes,11.12773951158422,12.0,655.0,3194.0
11681,input,train,log_11541_1708942894.xes,8.347520107238607,12.0,2515.0,5968.0
11682,input,train,log_14626_1708942909.xes,9.276396997497915,12.0,4012.0,5995.0
11683,input,train,log_9743_1708942889.xes,4.55863539445629,7.0,16.0,2814.0
11684,input,train,log_11285_1708942887.xes,12.968916857360794,11.0,2748.0,5244.0
11685,input,train,log_10867_1708942901.xes,3.037630960017105,8.0,982.0,4677.0
11686,input,train,log_14124_1708942888.xes,6.703715315880232,7.0,108.0,6379.0
11687,input,train,log_13038_1708942901.xes,6.0,7.0,2.0,2818.0
11688,input,train,log_13628_1708942901.xes,5.997804610318331,7.0,1065.0,2733.0
11689,input,train,log_14544_1708942904.xes,17.05980003772873,12.0,2787.0,5301.0
11690,input,train,log_11206_1708942892.xes,6.303105772048052,13.0,2411.0,6826.0
11691,input,train,log_12711_1708942896.xes,7.979304271246147,11.0,409.0,4542.0
11692,input,train,log_11875_1708942890.xes,4.492546213476446,6.0,4.0,1677.0
11693,input,train,log_14041_1708942895.xes,5.45812020460358,7.0,85.0,6256.0
11694,input,train,log_11543_1708942908.xes,21.32360172095882,12.0,2462.0,3254.0
11695,input,train,log_14042_1708942902.xes,12.46411355115158,12.0,2148.0,7468.0
11696,input,train,log_11033_1708942890.xes,8.838977635782747,7.0,10.0,1565.0
11697,input,train,log_10211_1708942905.xes,13.02970159611381,13.0,3564.0,7205.0
11698,input,train,log_13288_1708942897.xes,4.970583481493454,8.0,1088.0,6187.0
11699,input,train,log_10289_1708942901.xes,2.61301619728586,7.0,65.0,6853.0
11700,input,train,log_10780_1708942898.xes,5.812686567164179,7.0,10.0,5360.0
11701,input,train,log_14375_1708942895.xes,6.0,7.0,4.0,6635.0
11702,input,train,log_11115_1708942894.xes,12.621784345922277,12.0,1739.0,3654.0
11703,input,train,log_11037_1708942900.xes,6.015258215962441,11.0,1038.0,4260.0
11704,input,train,log_12708_1708942890.xes,3.7938956350508697,13.0,648.0,3047.0
11705,input,train,log_9660_1708942889.xes,3.0,6.0,6.0,4683.0
11706,input,train,log_9910_1708942890.xes,2.3333333333333335,12.0,501.0,3747.0
11707,input,train,log_10210_1708942899.xes,8.586407203020622,14.0,614.0,3443.0
11708,input,train,log_13624_1708942888.xes,12.837630662020906,15.0,1426.0,4305.0
11709,input,train,log_12212_1708942892.xes,8.392059553349876,11.0,3719.0,5642.0
11710,input,train,log_14706_1708942901.xes,5.5745962882622315,7.0,55.0,4149.0
11711,input,train,log_9744_1708942890.xes,4.30174081237911,6.0,756.0,2585.0
11712,input,train,log_14207_1708942898.xes,7.011163589523401,11.0,1854.0,4658.0
11713,input,train,log_11698_1708942890.xes,13.227963525835866,11.0,955.0,1316.0
11714,input,train,log_10618_1708942899.xes,6.001008064516129,6.0,2152.0,7936.0
11715,input,train,log_11454_1708942892.xes,2.493338884263114,5.0,3.0,2402.0
11716,input,train,log_12455_1708942891.xes,3.2104377104377106,7.0,810.0,3564.0
11717,input,train,log_12210_1708942890.xes,1.5809234702029078,10.0,48.0,6259.0
11718,input,train,log_10955_1708942900.xes,17.824291497975707,12.0,2269.0,6175.0
11719,input,train,log_10535_1708942890.xes,4.1727814361868925,12.0,751.0,3189.0
11720,input,train,log_10615_1708942890.xes,6.0,7.0,3.0,2994.0
11721,input,train,log_11034_1708942890.xes,2.85348170628899,7.0,535.0,5931.0
11722,input,train,log_10119_1708942889.xes,4.422384555178711,7.0,886.0,3833.0
11723,input,train,log_14953_1708942900.xes,5.006850488097277,7.0,2048.0,5839.0
11724,input,train,log_13545_1708942889.xes,6.921892947392603,7.0,210.0,4353.0
11725,input,train,log_13126_1708942900.xes,6.0,6.0,1.0,5751.0
11726,input,train,log_10120_1708942891.xes,2.3686548223350252,12.0,187.0,4728.0
11727,input,train,log_11204_1708942878.xes,31.319690103785994,14.0,5809.0,6841.0
11728,input,train,log_11035_1708942891.xes,4.502176616915423,6.0,2.0,3216.0
11729,input,train,log_14293_1708942891.xes,2.0341488277268094,13.0,130.0,5886.0
11730,input,train,log_10538_1708942897.xes,6.035302698760029,7.0,2246.0,6855.0
11731,input,train,log_14870_1708942898.xes,10.270001603334936,13.0,3855.0,6237.0
11732,input,train,log_12871_1708942890.xes,4.732007840940913,10.0,1281.0,3571.0
11733,input,train,log_12709_1708942891.xes,5.0,5.0,4.0,3728.0
11734,input,train,log_11205_1708942891.xes,6.022261798753339,7.0,836.0,2246.0
11735,input,train,log_9991_1708942897.xes,6.603458556946929,8.0,7.0,6708.0
11736,input,train,log_12120_1708942898.xes,7.021199748743719,7.0,1142.0,6368.0
11737,input,train,log_9911_1708942891.xes,6.549678341672624,6.0,13.0,2798.0
11738,input,train,log_13958_1708942900.xes,11.98281294757949,13.0,615.0,3491.0
11739,input,train,log_11457_1708942901.xes,12.763852242744063,12.0,894.0,3032.0
11740,input,train,log_14456_1708942885.xes,12.132530120481928,12.0,5980.0,6557.0
11741,input,train,log_11699_1708942891.xes,22.181110029211293,11.0,2176.0,3081.0
11742,input,train,log_13625_1708942891.xes,5.50508381423468,8.0,4.0,3639.0
11743,input,train,log_11455_1708942892.xes,7.9323401613904405,7.0,703.0,1611.0
11744,input,train,log_13626_1708942892.xes,4.0,7.0,4.0,1777.0
11745,input,train,log_11955_1708942893.xes,3.403068340306834,12.0,55.0,1434.0
11746,input,train,log_12283_1708942892.xes,4.3216011042098,12.0,123.0,2898.0
11747,input,train,log_12282_1708942890.xes,4.7117880317231435,10.0,2452.0,5548.0
11748,input,train,log_14126_1708942897.xes,16.414004259850905,12.0,1801.0,3756.0
11749,input,train,log_10121_1708942892.xes,6.972769409038238,7.0,732.0,1726.0
11750,input,train,log_12211_1708942891.xes,9.11909090909091,11.0,519.0,2200.0
11751,input,train,log_12784_1708942888.xes,7.00771264874394,7.0,1301.0,4538.0
11752,input,train,log_10953_1708942890.xes,3.7342064714946073,11.0,1674.0,6490.0
11753,input,train,log_12872_1708942892.xes,4.516579406631763,6.0,4.0,3438.0
11754,input,train,log_11453_1708942889.xes,8.001046025104603,7.0,1224.0,3824.0
11755,input,train,log_10536_1708942891.xes,6.996030534351145,8.0,1193.0,3275.0
11756,input,train,log_14292_1708942888.xes,15.232558139534884,11.0,1529.0,3010.0
11757,input,train,log_10616_1708942891.xes,4.439049064238746,12.0,759.0,3954.0
11758,input,train,log_11782_1708942897.xes,8.863348416289593,13.0,351.0,6630.0
11759,input,train,log_13457_1708942900.xes,6.760664993726475,13.0,3448.0,6376.0
11760,input,train,log_10208_1708942891.xes,3.962865420068475,5.0,2.0,3797.0
11761,input,train,log_11876_1708942891.xes,7.4489742240925825,14.0,2285.0,3802.0
11762,input,train,log_14374_1708942890.xes,8.20697247706422,12.0,974.0,5450.0
11763,input,train,log_13874_1708942897.xes,7.942060712200817,12.0,2036.0,6852.0
11764,input,train,log_14704_1708942892.xes,5.984895429899303,7.0,549.0,2582.0
11765,input,train,log_13547_1708942892.xes,8.966230186078567,12.0,921.0,1451.0
11766,input,train,log_13124_1708942890.xes,6.279776179056754,7.0,1398.0,5004.0
11767,input,train,log_12873_1708942893.xes,2.4250700280112043,7.0,453.0,2856.0
11768,input,train,log_14294_1708942892.xes,11.04316009557945,14.0,3603.0,6696.0
11769,input,train,log_12710_1708942892.xes,3.7988252569750367,9.0,920.0,2724.0
11770,input,train,log_13208_1708942891.xes,7.371740749937919,10.0,290.0,4027.0
11771,input,train,log_11877_1708942893.xes,6.0,6.0,15.0,1999.0
11772,input,train,log_10710_1708942890.xes,14.494501832722426,12.0,1506.0,3001.0
11773,input,train,log_10209_1708942893.xes,2.015648445873526,5.0,3.0,4665.0
11774,input,train,log_10537_1708942892.xes,2.8188728216536894,12.0,31.0,5394.0
11775,input,train,log_14458_1708942896.xes,9.433105542900531,12.0,4628.0,6585.0
11776,input,train,log_13708_1708942890.xes,5.34765625,13.0,629.0,6656.0
11777,input,train,log_14623_1708942893.xes,3.8014865283369463,5.0,4.0,3229.0
11778,input,train,log_11286_1708942891.xes,6.090308763162591,8.0,26.0,5603.0
11779,input,train,log_11617_1708942898.xes,17.163497094558902,12.0,2413.0,3786.0
11780,input,train,log_11954_1708942888.xes,15.9792403868837,11.0,1371.0,4239.0
11781,input,train,log_13209_1708942893.xes,3.08,12.0,501.0,2650.0
11782,input,train,log_12874_1708942897.xes,8.273320641827576,8.0,86.0,7354.0
11783,input,train,log_12037_1708942889.xes,5.198166431593794,8.0,1672.0,7090.0
11784,input,train,log_10207_1708942890.xes,6.0021416333523705,6.0,24.0,7004.0
11785,input,train,log_13709_1708942892.xes,5.001574803149606,10.0,261.0,4445.0
11786,input,train,log_13546_1708942891.xes,4.5353098927294395,6.0,1440.0,6712.0
11787,input,train,log_11540_1708942890.xes,6.000678771423723,7.0,1093.0,5893.0
11788,input,train,log_13376_1708942892.xes,8.932830459770114,7.0,1222.0,2784.0
11789,input,train,log_10122_1708942894.xes,12.136754811453606,13.0,5381.0,6391.0
11790,input,train,log_11781_1708942892.xes,5.985036612543776,7.0,1000.0,3141.0
11791,input,train,log_10712_1708942900.xes,9.005666842382709,11.0,3864.0,7588.0
11792,input,train,log_12038_1708942892.xes,8.247076023391813,7.0,697.0,3420.0
11793,input,train,log_14302_1708942935.xes,6.9375,12.0,773.0,1552.0
11794,input,train,log_13207_1708942888.xes,10.378649635036496,7.0,2557.0,5480.0
11795,input,train,log_14703_1708942889.xes,9.018596377749029,10.0,2985.0,6184.0
11796,input,train,log_12284_1708942893.xes,4.0155930470347645,6.0,538.0,3912.0
11797,input,train,log_14630_1708942938.xes,8.046376811594202,7.0,11.0,1035.0
11798,input,train,log_10465_1708942936.xes,2.7914870689655173,5.0,5.0,3712.0
11799,input,train,log_12220_1708942936.xes,3.4007405883563053,7.0,1072.0,4861.0
11800,input,train,log_10287_1708942889.xes,5.9893390191897655,7.0,1237.0,6566.0
11801,input,train,log_14622_1708942889.xes,5.868452921586437,11.0,4553.0,6606.0
11802,input,train,log_12046_1708942927.xes,2.9812004530011325,8.0,907.0,4415.0
11803,input,train,log_14794_1708942938.xes,2.764612954186414,10.0,27.0,1899.0
11804,input,train,log_10617_1708942892.xes,4.490725806451613,7.0,7.0,4960.0
11805,input,train,log_11287_1708942894.xes,24.280663252865153,13.0,3030.0,4101.0
11806,input,train,log_13375_1708942889.xes,8.039564220183486,7.0,168.0,6976.0
11807,input,train,log_13555_1708942935.xes,4.340016708437761,11.0,62.0,3591.0
11808,input,train,log_13792_1708942892.xes,3.0996299037749817,9.0,10.0,6755.0
11809,input,train,log_12785_1708942892.xes,4.050407709414381,8.0,8.0,6745.0
11810,input,train,log_13214_1708942918.xes,5.026922199406799,10.0,887.0,4383.0
11811,input,train,log_10954_1708942893.xes,16.752238805970148,11.0,855.0,1675.0
11812,input,train,log_14125_1708942890.xes,12.029838022165388,13.0,1720.0,4692.0
11813,input,train,log_12378_1708942938.xes,1.5743964065131948,10.0,15.0,3562.0
11814,input,train,log_12794_1708942938.xes,4.537128712871287,12.0,802.0,2828.0
11815,input,train,log_11114_1708942890.xes,7.896134322530262,12.0,3432.0,5122.0
11816,input,train,log_13873_1708942890.xes,7.961722488038277,11.0,2034.0,7106.0
11817,input,train,log_14130_1708942917.xes,5.293364132717346,8.0,912.0,4762.0
11818,input,train,log_13956_1708942890.xes,6.264640267707752,8.0,3059.0,7172.0
11819,input,train,log_13801_1708942935.xes,8.651243896768193,13.0,1589.0,4301.0
11820,input,train,log_11707_1708942936.xes,10.450988467874794,12.0,1850.0,2428.0
11821,input,train,log_10963_1708942939.xes,7.839262187088274,10.0,952.0,1518.0
11822,input,train,log_14457_1708942891.xes,10.415587219343696,12.0,2589.0,4632.0
11823,input,train,log_14962_1708942938.xes,6.0,6.0,57.0,3072.0
11824,input,train,log_13791_1708942888.xes,17.92267365661861,13.0,1182.0,3815.0
11825,input,train,log_12463_1708942940.xes,1.5044212218649518,6.0,4.0,2488.0
11826,input,train,log_13881_1708942938.xes,6.297914597815293,7.0,625.0,3021.0
11827,input,train,log_10544_1708942927.xes,13.003190519598906,11.0,1092.0,2194.0
11828,input,train,log_11460_1708942917.xes,3.915657107805551,13.0,2029.0,6521.0
11829,input,train,log_11372_1708942889.xes,9.739703459637562,13.0,3680.0,5463.0
11830,input,train,log_13036_1708942890.xes,7.270187165775401,7.0,48.0,7480.0
11831,input,train,log_14869_1708942892.xes,8.055058191584601,8.0,88.0,4468.0
11832,input,train,log_14040_1708942890.xes,10.27927927927928,14.0,1375.0,5217.0
11833,input,train,log_11616_1708942882.xes,19.871693794506612,14.0,4339.0,7864.0
11834,input,train,log_10711_1708942892.xes,9.274789182902007,13.0,2579.0,3439.0
11835,input,train,log_11296_1708942938.xes,5.010204081632653,5.0,801.0,3038.0
11836,input,train,log_14048_1708942938.xes,4.912021857923497,6.0,38.0,3660.0
11837,input,train,log_12129_1708942936.xes,5.595148374941121,12.0,1891.0,4246.0
11838,input,train,log_12718_1708942940.xes,5.987565445026178,10.0,628.0,1528.0
11839,input,train,log_12456_1708942892.xes,5.8429576312776055,8.0,90.0,6113.0
11840,input,train,log_12544_1708942937.xes,8.345909955611921,12.0,1157.0,3154.0
11841,input,train,log_15039_1708942940.xes,3.048367593712213,7.0,407.0,3308.0
11842,input,train,log_10128_1708942938.xes,6.0,6.0,2.0,2874.0
11843,input,train,log_13219_1708942937.xes,7.4715808170515094,13.0,1469.0,4504.0
11844,input,train,log_11790_1708942935.xes,5.675058025352616,7.0,1116.0,5601.0
11845,input,train,log_12370_1708942889.xes,8.66843465252278,11.0,4251.0,7353.0
11846,input,train,log_13136_1708942942.xes,4.0108910891089105,7.0,188.0,1010.0
11847,input,train,log_9990_1708942888.xes,13.045025658003642,13.0,2961.0,6041.0
11848,input,train,log_11214_1708942938.xes,5.0045613093640995,11.0,989.0,3727.0
11849,input,train,log_12119_1708942891.xes,4.844213263979194,12.0,3208.0,7690.0
11850,input,train,log_11463_1708942939.xes,2.6223891535360937,8.0,20.0,5458.0
11851,input,train,log_14134_1708942940.xes,6.0,7.0,4.0,3094.0
11852,input,train,log_11291_1708942917.xes,11.104143747708104,10.0,1956.0,5454.0
11853,input,train,log_13965_1708942937.xes,6.923258003766478,7.0,2104.0,4248.0
11854,input,train,log_12124_1708942918.xes,8.329630377701475,8.0,168.0,4951.0
11855,input,train,log_13135_1708942938.xes,6.135795612329908,11.0,324.0,3601.0
11856,input,train,log_11620_1708942917.xes,6.009341199606686,7.0,2031.0,6102.0
11857,input,train,log_14877_1708942940.xes,3.992948983824139,6.0,691.0,4822.0
11858,input,train,log_14795_1708942941.xes,5.9972067039106145,6.0,587.0,1790.0
11859,input,train,log_13039_1708942907.xes,26.017731958762887,13.0,3970.0,7275.0
11860,input,train,log_10865_1708942889.xes,7.386360787263382,14.0,2517.0,7977.0
11861,input,train,log_11780_1708942887.xes,12.728853754940712,12.0,3424.0,6325.0
11862,input,train,log_14543_1708942890.xes,15.271772939346812,14.0,5889.0,7716.0
11863,input,train,log_11124_1708942939.xes,6.0,6.0,30.0,4758.0
11864,input,train,log_14550_1708942939.xes,5.998200899550225,6.0,1189.0,3335.0
11865,input,train,log_12049_1708942939.xes,7.076292738061599,7.0,794.0,3539.0
11866,input,train,log_14461_1708942916.xes,5.828107344632769,14.0,1917.0,7080.0
11867,input,train,log_10789_1708942939.xes,5.981622844218264,6.0,1034.0,3537.0
11868,input,train,log_10380_1708942936.xes,5.516439454691259,7.0,1505.0,6235.0
11869,input,train,log_12221_1708942941.xes,3.546101393418322,11.0,390.0,3373.0
11870,input,train,log_12464_1708942941.xes,4.500657721652197,12.0,953.0,3801.0
11871,input,train,log_12719_1708942941.xes,7.519135364989369,12.0,283.0,2822.0
11872,input,train,log_12622_1708942940.xes,5.980513979101949,7.0,1616.0,3541.0
11873,input,train,log_12880_1708942935.xes,6.982808022922636,7.0,1493.0,5584.0
11874,input,train,log_11964_1708942935.xes,8.187891019172554,12.0,3792.0,4955.0
11875,input,train,log_12292_1708942939.xes,6.007139214686385,7.0,837.0,3922.0
11876,input,train,log_11210_1708942917.xes,12.45046364080039,12.0,2145.0,4098.0
11877,input,train,log_14963_1708942942.xes,7.836989032901296,12.0,1072.0,2006.0
11878,input,train,log_10376_1708942917.xes,7.0,7.0,1.0,7152.0
11879,input,train,log_13718_1708942938.xes,7.07823275862069,10.0,1102.0,4640.0
11880,input,train,log_12535_1708942887.xes,19.225604132078953,11.0,3535.0,5421.0
